ID,ProjectName,City,State,Zipcode,Country,RatingSystem,PointsAchieved,CertLevel,CertDate,IsCertified,GrossFloorAreaSqm,ProjectTypes
1000065115,HBS Production Base,CHA,HUN,410000,CN,LEED-NC v2009,66,Gold,2024-04-11,Yes,1602036.0,Other
1000065117,HBS Art Museum,CHA,HUN,410000,CN,LEED-NC v2009,86,Platinum,2024-04-11,Yes,129959.0,Public Assembly: Museum
1000065227,CONF,CON,OH,0,US,LEED-NC v2009,55,Silver,2024-12-26,Yes,403678.0,CONF
1000065546,Wertheim Laboratory Building,GAI,FL,32611,US,LEED v4 BD+C: NC,52,Silver,2024-02-07,Yes,85560.0,Core Learning Space: College/University
1000065565,Clarendon West 1,ARL,VA,22201,US,LEED-NC v2009,63,Gold,2024-03-11,Yes,316965.0,Multi-Family Residential: Apartment
1000066926,Modera Rincon Hill,SF,CA,94404,US,LEED-NC v2009,57,Silver,2024-12-20,Yes,177817.0,Multi-Family Residential: Apartment
1000068525,Amrita Institute of Medical Science,FAR,HAR,121002,IN,LEED-NC v2009,70,Gold,2024-08-20,Yes,393784.0,Healthcare: Inpatient
1000068550,CONF,CON,IL,0,US,LEED-NC v2009,51,Silver,2024-09-17,Yes,189954.0,CONF
1000068666,Sherborn Library Addition,SHE,MA,1770,US,LEED-NC v2009,44,Certified,2024-08-26,Yes,7642.0,Public Assembly: Library
1000068761,IU Memorial Stadium Excellence Academy,BLO,IN,47408,US,LEED-NC v2009,60,Gold,2024-04-12,Yes,116423.0,Public Assembly: Stadium/Arena
1000068763,Four Seasons Hotel & Private Residences,NAS,TN,37201,US,LEED-NC v2009,63,Gold,2024-08-02,Yes,658418.0,Other
1000069108,Buddy Holly Hall of Performing Arts,LUB,TX,79401,US,LEED-NC v2009,45,Certified,2024-02-08,Yes,214000.0,Public Assembly: Entertainment
1000069449,Holden Hall - Virginia Tech,BLA,VA,24061,US,LEED-NC v2009,61,Gold,2024-03-08,Yes,100000.0,Core Learning Space: College/University
1000069540,Virginia DBVI Headquarters Renovation,RIC,VA,23227,US,LEED-NC v2009,60,Gold,2024-04-25,Yes,19529.0,Office: Government
1000069729,Aspen Melford Town Center,BOW,MD,20715,US,LEED-NC v2009,71,Gold,2024-07-16,Yes,445024.0,Multi-Family Residential: Apartment
1000070502,CONF,CON,N/A,0,CN,LEED-NC v2009,61,Gold,2024-06-10,Yes,59197.35,CONF
1000070772,King County LOOP Fleet Facility,NB,WA,98045,US,LEED-NC v2009,81,Platinum,2024-05-28,Yes,14560.0,Service: Vehicle Storage/Maintenance
1000070805,Student Services Center- LAMC,SYL,CA,91342,US,LEED v4 BD+C: NC,65,Gold,2024-03-13,Yes,63444.0,Core Learning Space: College/University
1000071091,Harrison Albany Block Building 2,BOS,MA,2118,US,LEED-NC v2009,60,Gold,2024-01-12,Yes,305310.0,Multi-Family Residential: Apartment
1000073115,CONF,CON,NH,0,US,LEED-NC v2009,56,Silver,2024-03-19,Yes,27604.0,CONF
1000073581,CONF,CON,MO,0,US,LEED-NC v2009,60,Gold,2024-03-05,Yes,66170.0,CONF
1000074052,Chabot College Biological Sciences Annex,HAY,CA,94545,US,LEED-NC v2009,54,Silver,2024-04-01,Yes,19408.0,Core Learning Space: College/University
1000074344,UVA - Gilmer Hall,CHA,VA,22904,US,LEED v4 BD+C: NC,55,Silver,2024-06-26,Yes,222000.0,Core Learning Space: College/University
1000074436,City of Minneapolis ESS&MF,MIN,MN,55418,US,LEED-NC v2009,62,Gold,2024-11-18,Yes,204235.0,Service: Vehicle Storage/Maintenance
1000074440,Arsenal Yards Hampton Inn & Suites,WAT,MA,2472,US,LEED-NC v2009,51,Silver,2024-03-28,Yes,108975.0,"Lodging: Hotel/Motel/Resort, Full Service"
1000075239,Towson University Science Complex,TOW,MD,21252,US,LEED-NC v2009,66,Gold,2024-09-06,Yes,318904.0,Core Learning Space: College/University
1000075504,Baoan Phase 3 WTE Power Plant,SHE,GUA,518000,CN,LEED-NC v2009,71,Gold,2024-03-04,Yes,116897.0,Office: Mixed-Use
1000075550,SUNY Ambulatory Care Facility,SYR,NY,13210,US,LEED-NC v2009,60,Gold,2024-03-13,Yes,203554.0,Healthcare: Clinic/Other Outpatient
1000075790,Lewiston-Queenston Land Port of Entry,LEW,NY,14092,US,LEED v4 BD+C: NC,52,Silver,2024-04-04,Yes,45000.0,Service: Other Service
1000077786,CNU -  Torggler Fine Art Center,NN,VA,23606,US,LEED-NC v2009,43,Certified,2024-05-15,Yes,86474.0,Core Learning Space: College/University
1000078124,C-17 Fuel Cell Hangar Project,CHA,NC,28208,US,LEED-NC v2009,56,Silver,2024-01-11,Yes,62914.0,Service: Vehicle Storage/Maintenance
1000078249,La MaMa Experimental Theater,NY,NY,10003,US,LEED-NC v2009,52,Silver,2024-01-09,Yes,8825.0,Public Assembly: Entertainment
1000078278,Port of Long Beach Fireboat Station 20,LB,CA,90801,US,LEED-NC v2009,64,Gold,2024-01-02,Yes,9783.0,Public Order and Safety: Fire/Police Station
1000078343,AF PN FJXT133000 DAFB Maintenance Hangar,DOV,DE,19902,US,LEED-NC v2009,58,Silver,2024-04-19,Yes,82983.0,Other
1000078390,CONF,CON,CA,0,US,LEED v4 BD+C: NC,86,Platinum,2024-07-15,Yes,843269.0,CONF
1000078903,South County Police St & Animal Shelter,FAI,VA,22035,US,LEED-NC v2009,52,Silver,2024-12-05,Yes,52558.0,Public Order and Safety: Fire/Police Station
1000080765,CONF,CON,TN,0,US,LEED-NC v2009,41,Certified,2024-04-23,Yes,726000.0,CONF
1000080871,Sterling Park Safety Center,STE,VA,20175,US,LEED-NC v2009,69,Gold,2024-10-22,Yes,23372.0,Public Order and Safety: Fire/Police Station
1000081685,Missile Maintenance Dispatch Facility,MAL,MT,59402,US,LEED-NC v2009,50,Silver,2024-01-11,Yes,41955.0,Public Order and Safety: Other Public Order
1000083476,Winthrop Center Residences,BOS,MA,2110,US,LEED-NC v2009,64,Gold,2024-06-17,Yes,650000.0,Multi-Family Residential: Condominium
1000085478,Miami-Dade Fire Rescue Fire Station 29,SWE,FL,33174,US,LEED-NC v2009,53,Silver,2024-10-24,Yes,11370.0,Public Order and Safety: Fire/Police Station
1000085523,W&M Fine & Performing Arts Center,WIL,VA,23185,US,LEED-NC v2009,53,Silver,2024-08-29,Yes,160139.0,Core Learning Space: College/University
1000085744,UCSD Marine Conservation & Tech Facility,LJ,CA,92037,US,LEED-NC v2009,68,Gold,2024-06-17,Yes,34851.0,Core Learning Space: College/University
1000087076,CCL - B1,CC,MD,20815,US,LEED-NC v2009,52,Silver,2024-01-23,Yes,249000.0,Multi-Family Residential: Apartment
1000087533,Towson University Union,TOW,MD,21252,US,LEED-NC v2009,62,Gold,2024-03-29,Yes,255650.0,Core Learning Space: College/University
1000087548,CONF,CON,WA,0,US,LEED-NC v2009,50,Silver,2024-01-23,Yes,87141.0,CONF
1000087812,CONF,CON,NY,0,US,LEED v4 BD+C: NC,51,Silver,2024-10-04,Yes,110000.0,CONF
1000088097,CONF,CON,AE,0,AE,LEED-NC v2009,63,Gold,2024-12-27,Yes,20415.0,CONF
1000088354,H Building Allianz,TRI,TS,34121,IT,LEED-NC v2009,58,Silver,2024-08-29,Yes,36217.0,Office: Mixed-Use
1000088508,Camp Rilea B7116,WAR,OR,97146,US,LEED-NC v2009,40,Certified,2024-01-09,Yes,33500.0,Other
1000090500,Heliport,FAI,VA,22030,US,LEED-NC v2009,54,Silver,2024-01-28,Yes,16211.0,Public Order and Safety: Fire/Police Station
1000090599,JHU - Applied Physics Laboratory B201,LAU,MD,20723,US,LEED-NC v2009,56,Silver,2024-02-29,Yes,263000.0,Laboratory
1000092493,CONF,CON,VA,0,US,LEED-NC v2009,63,Gold,2024-08-29,Yes,0.0,CONF
1000092882,Orlando Wetlands Park Operations Center,CHR,FL,32709,US,LEED-NC v2009,64,Gold,2024-08-22,Yes,6713.0,Other
1000093087,Engine 37 Expansion,PHI,PA,19118,US,LEED v4 BD+C: NC,60,Gold,2024-11-07,Yes,10828.0,Public Order and Safety: Fire/Police Station
1000093749,WRHC Building F Renovation,PAL,IL,60067,US,LEED-NC v2009,48,Certified,2024-10-23,Yes,107080.0,Core Learning Space: College/University
1000094413,URBA,ARL,VA,22203,US,LEED-NC v2009,51,Silver,2024-05-03,Yes,383925.0,Multi-Family Residential: Apartment
1000095778,Newburyport Crossing - One Boston Way,NEW,MA,1950,US,LEED-NC v2009,52,Silver,2024-02-14,Yes,86862.0,Multi-Family Residential: Apartment
1000096139,Delta Electronics India Pvt. Ltd.,BAN,KAR,562158,IN,LEED v4 BD+C: NC,73,Gold,2024-09-04,Yes,438264.0,Office: Other Office
1000098959,Istanbul Museum of Modern Art,IST,IST,34433,TR,LEED v4 BD+C: NC,65,Gold,2024-07-24,Yes,166623.0,Public Assembly: Social/Meeting
1000099321,Oyak Dragos - A Block,IST,IST,34846,TR,LEED v4 BD+C: NC,62,Gold,2024-03-13,Yes,33500.0,Multi-Family Residential: Apartment
1000099323,Oyak Dragos - B Block,IST,IST,34846,TR,LEED v4 BD+C: NC,62,Gold,2024-06-24,Yes,26670.0,Multi-Family Residential: Apartment
1000099449,Sylvia H. Rambo United States Courthouse,HAR,PA,17102,US,LEED v4 BD+C: NC,63,Gold,2024-01-22,Yes,242846.0,Office: Government
1000099502,AnantaraMinaAlArabRAKResort-MainB&RiyadB,RAK,AE,0,AE,LEED-NC v2009,62,Gold,2024-07-04,Yes,25495.95,"Lodging: Hotel/Motel/Resort, Full Service"
1000099506,JMU - Dukes Dining,HAR,VA,22807,US,LEED v4 BD+C: NC,44,Certified,2024-07-10,Yes,37152.0,Retail: Restaurant/Cafeteria
1000099539,CONF,CON,HAI,0,CN,LEED v4 BD+C: NC,60,Gold,2024-09-29,Yes,3107684.0,CONF
1000099638,CONF,CON,VA,0,US,LEED v4 BD+C: NC,51,Silver,2024-08-26,Yes,254000.0,CONF
1000099673,Pittsburgh Yards,ATL,GA,30310,US,LEED v4 BD+C: NC,44,Certified,2024-12-12,Yes,60980.0,Office: Other Office
1000100234,FS6 & FTC - Building 1 & 2,HAY,CA,94545,US,LEED v4 BD+C: NC,56,Silver,2024-03-14,Yes,30000.0,Public Order and Safety: Fire/Police Station
1000100546,WAG - Inuit Art Centre Addition,WIN,MB,0,CA,LEED v4 BD+C: NC,46,Certified,2024-01-09,Yes,3367.0,Public Assembly: Other Assembly
1000100613,University of Calgary MacKimmie Complex,CAL,AB,0,CA,LEED v4 BD+C: NC,84,Platinum,2024-05-10,Yes,33568.0,Office: Administrative/Professional
1000101896,Ko'ula,HON,HI,96814,US,LEED v4 BD+C: NC,64,Gold,2024-11-11,Yes,720880.0,Multi-Family Residential: Condominium
1000103118,U.S. DOT Volpe Exchange Project,CAM,MA,2142,US,LEED v4 BD+C: NC,80,Platinum,2024-08-20,Yes,566003.0,Office: Government
1000103264,SEA International Arrivals Facility,SEA,WA,98158,US,LEED v4 BD+C: NC,51,Silver,2024-07-12,Yes,340000.0,Other
1000103365,CONF,CON,MI,0,IT,LEED v4 BD+C: NC,64,Gold,2024-11-05,Yes,9049.0,CONF
1000103869,UCLA Southwest Campus Apartments,LA,CA,90024,US,LEED v4 BD+C: NC,62,Gold,2024-05-10,Yes,584965.0,Lodging: Dormitory
1000103925,Ovation Apartments,SEA,WA,98101,US,LEED v4 BD+C: NC,53,Silver,2024-02-14,Yes,542115.0,Multi-Family Residential: Apartment
1000104109,UCDH Eye Center Addition,SAC,CA,95817,US,LEED v4 BD+C: NC,61,Gold,2024-01-26,Yes,64605.0,Healthcare: Clinic/Other Outpatient
1000104125,Bramalea GO Station,BRA,ON,0,CA,LEED v4 BD+C: NC,61,Gold,2024-04-08,Yes,1500.0,Transit: Station/Elevated
1000104142,UVA - Bond House,CHA,VA,22903,US,LEED v4 BD+C: NC,52,Silver,2024-12-31,Yes,200000.0,Lodging: Dormitory
1000104206,CSU Chico Science Building,CHI,CA,95929,US,LEED v4 BD+C: NC,56,Silver,2024-08-20,Yes,110000.0,Core Learning Space: College/University
1000105074,Makers Rise,HER,VA,20171,US,LEED v4 BD+C: NC,43,Certified,2024-01-09,Yes,399021.0,Multi-Family Residential: Apartment
1000105198,Yards - Parcel I,WAS,DC,20003,US,LEED v4 BD+C: NC,52,Silver,2024-10-30,Yes,400025.0,Multi-Family Residential: Apartment
1000105226,ARMY PN86877 AFH090 Family Towers,PYE,KYO,17979,KR,LEED v4 BD+C: NC,62,Gold,2024-09-12,Yes,56298.0,Multi-Family Residential: Apartment
1000105276,Diablo Valley College Arts Complex,PH,CA,94523,US,LEED v4 BD+C: NC,68,Gold,2024-07-02,Yes,33673.0,Core Learning Space: College/University
1000105304,CONF,CON,MI,0,IT,LEED v4 BD+C: NC,65,Gold,2024-02-05,Yes,5567.0,CONF
1000105372,Manitou a bi Bii daziigae,WIN,MB,0,CA,LEED v4 BD+C: NC,64,Gold,2024-10-16,Yes,11052.0,Core Learning Space: College/University
1000105401,Nicholson Tower,ANT,NS,0,CA,LEED v4 BD+C: NC,57,Silver,2024-06-19,Yes,4027.0,Office: Administrative/Professional
1000105461,MTL-Centre aquatique Rosemont,MON,QC,0,CA,LEED v4 BD+C: NC,61,Gold,2024-06-06,Yes,6765.0,Public Assembly: Other Assembly
1000105781,Istanbul Universitesi AUZEF Binasi,IST,IST,34320,TR,LEED v4 BD+C: NC,59,Silver,2024-06-03,Yes,6848.0,Public Assembly: Other Assembly
1000105885,Cambridge Crossing - Park 151,CAM,MA,2141,US,LEED v4 BD+C: NC,63,Gold,2024-07-16,Yes,434200.0,Multi-Family Residential: Apartment
1000106028,Laserfiche,LB,CA,90807,US,LEED v4 BD+C: NC,59,Silver,2024-05-14,Yes,100000.0,Office: Administrative/Professional
1000106369,UPMC Vision And Rehabilitation Hospital,PIT,PA,15219,US,LEED v4 BD+C: NC,47,Certified,2024-05-21,Yes,422830.0,Healthcare: Clinic/Other Outpatient
1000106432,Borgen Precourt Center for Sustainabilit,AVO,CO,81620,US,LEED v4 BD+C: NC,40,Certified,2024-02-20,Yes,7762.0,Office: Other Office
1000106487,Poste de la SQ Beauce-Sartigan,SDB,QC,0,CA,LEED v4 BD+C: NC,40,Certified,2024-01-15,Yes,1916.0,Public Order and Safety: Fire/Police Station
1000106506,Lynnwood City Center,LYN,WA,98036,US,LEED v4 BD+C: NC,61,Gold,2024-06-25,Yes,17670.0,Transit: Station/Elevated
1000106759,280 Park Avenue,NY,NY,10019,US,LEED v4 O+M: EB,60,Gold,2024-09-10,Yes,1265204.0,Office: Mixed-Use
1000106799,PE & K Renovation,SP,CA,94806,US,LEED v4 BD+C: NC,53,Silver,2024-03-14,Yes,63735.0,Core Learning Space: College/University
1000106828,Saint Vincent College Library,LAT,PA,15650,US,LEED v4 BD+C: NC,43,Certified,2024-06-14,Yes,53325.0,Core Learning Space: College/University
1000106835,Yale Peabody Museum of Natural History,NH,CT,6511,US,LEED v4 BD+C: NC,61,Gold,2024-07-29,Yes,141000.0,Public Assembly: Other Assembly
1000106921,DEN Airport Concourse A West Expansion,DEN,CO,80249,US,LEED v4 BD+C: NC,80,Platinum,2024-09-26,Yes,487075.0,Airport: Terminal/Concourse
1000107162,William and Linda Frost Center,SLO,CA,93407,US,LEED v4 BD+C: NC,68,Gold,2024-09-30,Yes,105660.0,Core Learning Space: College/University
1000107173,CONF,CON,CAD,0,ES,LEED v4 BD+C: NC,41,Certified,2024-01-17,Yes,798.0,CONF
1000107660,Rane Culinary Science Center,AUB,AL,36830,US,LEED v4 BD+C: NC,50,Silver,2024-03-05,Yes,142096.0,Core Learning Space: College/University
1000107702,Central Bank Center,LEX,KY,40507,US,LEED v4 BD+C: NC,52,Silver,2024-05-07,Yes,380527.0,Public Assembly: Convention Center
1000107703,Pavilion at the Central Bank Center,LEX,KY,40507,US,LEED v4 BD+C: NC,48,Certified,2024-05-07,Yes,60397.0,Public Assembly: Convention Center
1000108028,Southeast Community Center,SF,CA,94124,US,LEED v4 BD+C: NC,71,Gold,2024-02-06,Yes,50000.0,Public Assembly: Social/Meeting
1000108048,Dartmouth Anonymous Hall,HAN,NH,3755,US,LEED v4 BD+C: NC,72,Gold,2024-08-23,Yes,34000.0,Core Learning Space: College/University
1000108083,Agincourt GO Station,TOR,ON,0,CA,LEED v4 BD+C: NC,63,Gold,2024-04-18,Yes,847.0,Transit: Station/Underground
1000108087,UC Calhoun Hall,CIN,OH,45219,US,LEED v4 BD+C: NC,55,Silver,2024-03-01,Yes,165875.0,Lodging: Dormitory
1000108108,LAX APM Maintenance & Storage Facility,LA,CA,90045,US,LEED v4 BD+C: NC,84,Platinum,2024-11-26,Yes,93400.0,Transit: Maintenance/Storage
1000108110,210 Route 4 East,PAR,NJ,7652,US,LEED v4 O+M: EB,57,Silver,2024-01-26,Yes,128000.0,Office: Mixed-Use
1000108133,CONF,CON,OH,0,US,LEED v4 BD+C: NC,40,Certified,2024-02-01,Yes,48900.0,CONF
1000108153,Cheko'nien House,VIC,BC,0,CA,LEED v4 BD+C: NC,61,Gold,2024-06-17,Yes,175946.7094,Lodging: Dormitory
1000108294,Kenyon College Oden Hall,GAM,OH,43022,US,LEED v4 BD+C: NC,53,Silver,2024-01-05,Yes,44183.0,Core Learning Space: College/University
1000108878,Autumn Grove Lodge,INN,AB,0,CA,LEED v4 BD+C: NC,51,Silver,2024-01-24,Yes,7802.0,Lodging: Other lodging
1000109218,CONF,CON,UT,0,US,LEED v4 BD+C: NC,60,Gold,2024-10-17,Yes,74714.0,CONF
1000109723,DMA Cyber,FB,VA,22060,US,LEED v4 BD+C: NC,50,Silver,2024-04-05,Yes,41162.0,Office: Government
1000110129,AEP Newark Service Center,HEA,OH,43056,US,LEED v4 BD+C: NC,40,Certified,2024-05-02,Yes,57528.0,Office: Mixed-Use
1000110131,EGCC-Acute Mental Health Unit,SNO,WA,20812,US,LEED v4 BD+C: NC,54,Silver,2024-09-10,Yes,9000.0,Public Order and Safety: Other Public Order
1000110216,GRCC/ATC Addition No. 1,GR,MI,49503,US,LEED v4 BD+C: NC,51,Silver,2024-09-20,Yes,22360.0,Core Learning Space: College/University
1000110262,VCU STEM Building,RIC,VA,23284,US,LEED v4 BD+C: NC,60,Gold,2024-05-23,Yes,167399.0,Core Learning Space: College/University
1000110302,CONF,CON,MD,0,US,LEED v4 BD+C: NC,50,Silver,2024-08-30,Yes,54730.0,CONF
1000110444,Ball State University North Res. Hall 2,MUN,IN,47306,US,LEED v4 BD+C: NC,50,Silver,2024-09-11,Yes,154711.0,Lodging: Dormitory
1000110904,SJSU Interdisciplinary Science Building,SJ,CA,95112,US,LEED v4 BD+C: NC,69,Gold,2024-05-22,Yes,155361.0,Laboratory
1000111286,UCLA Botany Building Renovation,LA,CA,90095,US,LEED v4 BD+C: NC,80,Platinum,2024-10-23,Yes,37350.0,Core Learning Space: College/University
1000111466,CONF,CON,GOA,0,IN,LEED v4 BD+C: NC,60,Gold,2024-03-19,Yes,87500.0,CONF
1000111605,Renovation of Historic City Hall,SA,TX,78205,US,LEED v4 BD+C: NC,57,Silver,2024-01-26,Yes,44472.0,Office: Government
1000111662,Iowa City Public Works Phase 1,IC,IA,52240,US,LEED v4 BD+C: NC,60,Gold,2024-01-23,Yes,85294.0,Service: Vehicle Storage/Maintenance
1000111672,CONF,CON,KYO,0,KR,LEED v4 BD+C: NC,52,Silver,2024-06-10,Yes,20914.0,CONF
1000112085,Shelo Nabel CN Queretaro,SDQ,QRO,76000,MX,LEED v4 BD+C: NC,53,Silver,2024-06-05,Yes,11038.0,Office: Mixed-Use
1000112243,ING Bank Turkey Headquarters,IST,IST,34467,TR,LEED v4.1 O+M: EB,64,Gold,2024-03-22,Yes,254116.0,Office: Financial
1000112295,York University SCS,TOR,ON,0,CA,LEED v4 BD+C: NC,62,Gold,2024-02-12,Yes,10315.0,Core Learning Space: College/University
1000112312,Denver Water NTP Operations Building,GOL,CO,80403,US,LEED v4 BD+C: NC,65,Gold,2024-04-24,Yes,6200.0,Office: Administrative/Professional
1000112631,JM Family - Offices A & B,DB,FL,33442,US,LEED v4 BD+C: NC,72,Gold,2024-07-09,Yes,176122.0,Office: Administrative/Professional
1000112679,COTA Fields Avenue CNG Station,COL,OH,0,US,LEED v4 BD+C: NC,44,Certified,2024-07-01,Yes,285194.0,Transit: Maintenance/Storage
1000112817,Jack Beyerl Residence Hall,MUN,IN,47306,US,LEED v4 BD+C: NC,50,Silver,2024-02-19,Yes,137680.0,Lodging: Dormitory
1000112883,Terre dei Consoli - Club House Building,MON,VT,1030,IT,LEED v4 BD+C: NC,44,Certified,2024-02-15,Yes,14176.0563,Service: Other Service
1000113225,CONF,CON,WA,0,US,LEED v4 BD+C: NC,85,Platinum,2024-07-17,Yes,357789.0,CONF
1000113372,VMI CPTF AQUATIC CENTER,LEX,VA,24450,US,LEED v4 BD+C: NC,44,Certified,2024-02-08,Yes,58000.0,Other
1000113485,PorterFamily Indoor Performance Facility,TAM,FL,33620,US,LEED v4 BD+C: NC,54,Silver,2024-06-27,Yes,90840.0,Other
1000114419,CONF,CON,SP,0,BR,LEED v4 BD+C: NC,61,Gold,2024-07-26,Yes,28071.0,CONF
1000114453,CONF,CON,WA,0,US,LEED v4 BD+C: NC,82,Platinum,2024-09-17,Yes,896169.6,CONF
1000114457,"Whatcom Vlg - 3 4 5 6, N O P Q",RED,WA,98052,US,LEED v4 BD+C: NC,83,Platinum,2024-09-17,Yes,862986.0,Office: Mixed-Use
1000114924,CONF,CON,CA,0,US,LEED v4 BD+C: NC,53,Silver,2024-11-14,Yes,144511.0,CONF
1000114974,W&M Sadler West Addition,WIL,VA,23185,US,LEED v4 BD+C: NC,55,Silver,2024-08-02,Yes,54869.0,Public Assembly: Other Assembly
1000114987,W&M Campus Living Center,WIL,VA,23185,US,LEED v4 BD+C: NC,50,Silver,2024-05-05,Yes,10502.0,Healthcare: Clinic/Other Outpatient
1000115030,Oakville Trafalgar Community Centre,OAK,ON,0,CA,LEED v4 BD+C: NC,62,Gold,2024-11-14,Yes,4497.0,Public Assembly: Recreation
1000115045,Grafton MA Library Expansion/Renovation,GRA,MA,1519,US,LEED v4 BD+C: NC,52,Silver,2024-03-13,Yes,25000.0,Public Assembly: Library
1000115047,CONF,CON,NY,0,US,LEED v4 BD+C: NC,54,Silver,2024-02-01,Yes,413528.0,CONF
