Project_Id,Location_Id,ProjectName,GrossFloorAreaSqm,ProjectTypes,IsCertified
1000164817,712,Masdar M13B Office,4782.0,Office: Administrative/Professional,Yes
1000164960,713,City Center at Hanna Ave,13511.91,Office: Government,Yes
1000165189,714,575 Lexington Avenue,62877.4,Office: Mixed-Use,Yes
1000165201,715,CONF,54441.0,CONF,Yes
1000165326,716,CONF,62875.42,CONF,Yes
1000165555,717,CONF,3979.04,CONF,Yes
1000165587,718,FSU - Early Learning Center,869.57,Core Learning Space: Preschool/Daycare,Yes
1000165714,719,CONF,17900.0,CONF,Yes
1000165859,720,General Express Office,1859.92,Office: Mixed-Use,Yes
1000166022,721,CONF,76266.29,CONF,Yes
1000166023,722,CONF,165512.0,CONF,Yes
1000166171,723,Palm Coast Southern Recreation Center,1031.69,Public Assembly: Recreation,Yes
1000166293,724,2022 US Paint Hangars - AB 4 & 5,8673.33,Airport: Hangar,Yes
1000166295,725,Reveal Playa Vista,24299.99,Multi-Family Residential: Apartment,Yes
1000166482,726,Airbus-Dual Bay Flightline Hangar 25,10183.0,Airport: Hangar,Yes
1000166483,727,Airbus-Dual Bay Flightline Hangar 26,10183.0,Airport: Hangar,Yes
1000166545,728,Canakkale Belediyesi Binasi,25161.0,Office: Government,Yes
1000166641,729,Houston Zoo - Birds of the World,438.6,Other,Yes
1000166735,730,West,76384.01,Multi-Family Residential: Apartment,Yes
1000166850,731,CONF,3333.0,CONF,Yes
1000166941,732,PCBL Limited - Durgapur,464.52,Office: Administrative/Professional,Yes
1000166977,733,OFICINAS ARAGO 182,4964.0,Office: Administrative/Professional,Yes
1000167019,734,8620 Spectrum Center,26275.76,Office: Mixed-Use,Yes
1000167135,735,PCBL Limited - Kochi,371.61,Office: Administrative/Professional,Yes
1000167136,736,Pyeongtaek Gisul2dong,48853.0,Office: Mixed-Use,Yes
1000167140,737,PCBL Limited - Mundra,353.03,Office: Administrative/Professional,Yes
1000167192,738,SOFI II,17708.0,Industrial Manufacturing,Yes
1000167408,739,Dartmouth College - Andres Hall,3075.65,Lodging: Dormitory,Yes
1000167455,740,Carter Creek Meadows 5800,8692.75,Office: Administrative/Professional,Yes
1000167457,741,Carter Creek Meadows 6000,10350.51,Office: Administrative/Professional,Yes
1000167487,742,Eon-Hinjewadi Infrastructure Pvt. Ltd.,20183.18,Office: Other Office,Yes
1000167527,743,Festival Tower,54784.0,Office: Mixed-Use,Yes
1000167553,744,Atkins Technology Center,2972.9,Office: Other Office,Yes
1000167796,745,MDRT - 325 W Touhy,3344.51,Office: Financial,Yes
1000167887,746,Emerson Innovation Centre,22293.93,Office: Other Office,Yes
1000167889,747,CONF,144649.97,CONF,Yes
1000167909,748,Zordan Usa Inc.,3390.96,Warehouse: General,Yes
1000167943,749,CONF,12350.0,CONF,Yes
1000167957,750,CONF,16683.8,CONF,Yes
1000168316,751,CONF,2693.0,CONF,Yes
1000168356,752,Kansas City Current Stadium,28323.9,Public Assembly: Stadium/Arena,Yes
1000168488,753,Akcansa Port Office,760.0,Office: Administrative/Professional,Yes
1000168494,754,CONF,22357.29,CONF,Yes
1000168599,755,Pfizer Moraleja MAD,16234.0,Office: Mixed-Use,Yes
1000168653,756,Wilmington Cold Storage,26772.23,Warehouse: Refrigerated,Yes
1000168715,757,MERLIN PROPERTIES - Balmes 236,7202.0,Office: Medical (Non-Diagnostic),Yes
1000168735,758,MERLIN PROPERTIES - P.E. Via Norte Ed. 5,7531.0,Office: Administrative/Professional,Yes
1000168772,759,Cite du Multimedia - 50 Queen,3414.56,Office: Administrative/Professional,Yes
1000168796,760,Cite du Multimedia 80 Queen & 87 Prince,18417.0,Office: Administrative/Professional,Yes
1000168799,761,Cite du Multimedia - 111 Robert-Bourassa,40424.32,Office: Administrative/Professional,Yes
1000168825,762,Maersk Damco Office,325.81,Office: Mixed-Use,Yes
1000168851,763,CENTRO EMPRESARIAL MARIO GARNERO TS,16960.25,Office: Mixed-Use,Yes
1000168855,764,CENTRO EMPRESARIAL MARIO GARNERO TN,17795.12,Office: Mixed-Use,Yes
1000169018,765,DB TARIMSAL ENERJI OFFICE BUILDING,955.0,Office: Administrative/Professional,Yes
1000169049,766,Akkom Ofis Park 2. Blok Cessas Plaza,36949.0,Office: Administrative/Professional,Yes
1000169070,767,CONF,1371.0,CONF,Yes
1000169095,768,UAL FTC Expansion Building H,14231.16,Airport: Other,Yes
1000169170,769,CONF,9290.3,CONF,Yes
1000169183,770,CONF,158936.0,CONF,Yes
1000169261,771,CONF,1382.56,CONF,Yes
1000169319,772,Greenacres Residential Care,686.0,Healthcare: Nursing Home/ Assisted Living,Yes
1000169385,773,"5454 Wisconsin Avenue, Barlow Building",29007.01,Office: Medical (Non-Diagnostic),Yes
1000169516,774,Vigasio Logistic Center,11931.0,Warehouse: Refrigerated,Yes
1000169526,775,AVERY DENNISON MX QUERETARO III,2536.2,Industrial Manufacturing,Yes
1000169547,776,A01 - Operation & Ventilation Building,30743.0,Industrial Manufacturing,Yes
1000169548,777,A02 - B2B & B2C Receiving and Storage,12162.0,Warehouse: General,Yes
1000169549,778,A03 - Cafeteria,1510.0,Public Assembly: Other Assembly,Yes
1000169556,779,OFICINAS CORPORATIVAS MEDICALMIX,5393.0,Office: Administrative/Professional,Yes
1000169643,780,CONF,34812.98,CONF,Yes
1000169646,781,CONF,5757.0,CONF,Yes
1000169648,782,CONF,43481.02,CONF,Yes
1000169650,783,CONF,15364.02,CONF,Yes
1000169654,784,CONF,8413.02,CONF,Yes
1000169662,785,CONF,19236.96,CONF,Yes
1000169910,786,KOSTAL,21539.93,Industrial Manufacturing,Yes
1000169917,787,Central Park Towers- Commercial & Retail,184685.0,Office: Mixed-Use,Yes
1000169963,788,SUBCONDOMINIO EDIFICIO VILLA LOBOS,24967.65,Office: Mixed-Use,Yes
1000170040,789,Pathway Devens Amenity Building,668.9,Other,Yes
1000170043,790,Westgate Tower,22386.0,Office: Mixed-Use,Yes
1000170118,791,Hotel Samrat,35142.0,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000170221,792,Nutrabolt Austin,7184.93,Office: Administrative/Professional,Yes
1000170239,793,1112 Fort St,5002.83,Office: Mixed-Use,Yes
1000170268,794,Project Legs,165154.31,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000170372,795,"ZF CVCS India Ltd, Oragadam",9185.88,Industrial Manufacturing,Yes
1000170697,796,Bank of America Wellesley,681.26,Retail: Bank Branch,Yes
1000170770,797,Merck RedOx Project,2278.0,Office: Administrative/Professional,Yes
1000170833,798,Perimeter Park 1,18952.21,Office: Mixed-Use,Yes
1000170838,799,Perimeter Park 3,22793.94,Office: Mixed-Use,Yes
1000170892,800,100 Colonial TownPark,14847.57,Office: Administrative/Professional,Yes
1000170930,801,HCSC Illinois HQ- 300 E Randolph,181409.64,Office: Mixed-Use,Yes
1000170981,802,Two Buckhead Plaza,19974.14,Office: Mixed-Use,Yes
1000171066,803,Jet Propulsion Laboratory Building 111,3874.15,Office: Government,Yes
1000171079,804,Renishaw,3305.0,Office: Mixed-Use,Yes
1000171113,805,Residencia de estudiantes VIC1 Madrid,1850.0,Lodging: Dormitory,Yes
1000171114,806,Residencia de estudiantes VIC2 Madrid,2200.0,Lodging: Dormitory,Yes
1000171120,807,Hotel-Apartamentos 1 Estrella,10050.0,Other,Yes
1000171123,808,Alton Lennon Federal Courthouse,6049.84,Office: Government,Yes
1000171190,809,Zurbaran 28,2945.57,Office: Administrative/Professional,Yes
1000171401,810,Le Campus Henry Ford : batiment Walmart,42533.0,Warehouse: General,Yes
1000171607,811,Sycamore Plaza I,11375.23,Office: Mixed-Use,Yes
1000171617,812,SAGS APPARELS,4258.12,Other,Yes
1000171827,813,Airbus ALSC - No.A01 MRO Hangar,48089.0,Airport: Hangar,Yes
1000171828,814,Airbus ALSC - No.B01 Offices,5248.0,Airport: Office,Yes
1000171865,815,WILO INDIA - OFFICE BUILDING - KESURDI,5425.0,Office: Administrative/Professional,Yes
1000171869,816,Kunshan Daiffy Castle-style Factory,25193.0,Industrial Manufacturing,Yes
1000171875,817,KUNSHAN PROFESSIONAL FOOTBALL STADIUM,51739.0,Public Assembly: Stadium/Arena,Yes
1000172416,818,EDIFICIO CARLTON TOWER,8594.0,Office: Administrative/Professional,Yes
1000172455,819,ERICSSON Telecomunicacoes - Fabrica SJC,27365.86,Industrial Manufacturing,Yes
1000172584,820,Corporate Center I,37012.46,Office: Administrative/Professional,Yes
1000172586,821,Corporate Center II,27869.41,Office: Administrative/Professional,Yes
1000172589,822,Corporate Center III,27869.41,Office: Administrative/Professional,Yes
1000172591,823,Corporate Center IV,24184.6,Office: Administrative/Professional,Yes
1000172594,824,The Pointe,25049.44,Office: Mixed-Use,Yes
1000172650,825,SEWC IV R&D,13903.0,Office: Mixed-Use,Yes
1000172652,826,SEWC IV P&W,29866.0,Industrial Manufacturing,Yes
1000172653,827,Grundfos Dragon Office,5856.0,Office: Mixed-Use,Yes
1000172654,828,Grundfos Dragon P&W,26864.0,Industrial Manufacturing,Yes
1000172663,829,Good Earth Business Bay I,23770.81,Office: Mixed-Use,Yes
1000172777,830,BorgWarner TianJin Complex Factory,28511.0,Industrial Manufacturing,Yes
1000172804,831,GOYA 24,4286.0,Office: Administrative/Professional,Yes
1000172840,832,Cheongju SUPEX Center,44254.0,Office: Mixed-Use,Yes
1000172849,833,PCL Factory,20287.0,Industrial Manufacturing,Yes
1000172874,834,CXMT FAB2-1,107470.0,Industrial Manufacturing,Yes
1000172944,835,Beijing First Capital Plaza 1,3593.0,Office: Mixed-Use,Yes
1000172946,836,Beijing First Capital Plaza 2,3280.0,Office: Mixed-Use,Yes
1000172950,837,Beijing First Capital Plaza 5,6556.0,Office: Mixed-Use,Yes
1000173024,838,One11 West Illinois,22485.78,Office: Mixed-Use,Yes
1000173029,839,Corner Brook Aquatic & Daycare Centre,3737.0,Public Assembly: Recreation,Yes
1000173039,840,Continental Changzhou Phase 3 Expansion,12567.0,Industrial Manufacturing,Yes
1000173073,841,MARS Tianjin - Factory,30911.0,Industrial Manufacturing,Yes
1000173074,842,MARS Tianjin - Office,3316.0,Office: Administrative/Professional,Yes
1000173114,843,Innoventbio Global Research Center,107000.0,Office: Mixed-Use,Yes
1000173127,844,Gulipek Yalova,10727.0,Industrial Manufacturing,Yes
1000173181,845,Nu Skin New PC Plant 1,5712.0,Industrial Manufacturing,Yes
1000173182,846,Nu Skin New PC Plant 2,27497.0,Industrial Manufacturing,Yes
1000173187,847,Factory Building of BRVS Exports LLP,8750.0,Other,Yes
1000173194,848,Industrial Building on Plot A 204,7514.0,Other,Yes
1000173304,849,GKNMH iOP,19742.82,Healthcare: Outpatient Office (Diagnostic),Yes
1000173358,850,China Mobile ZJ ICI Park-E01 Substation,2360.0,Service: Other Service,Yes
1000173408,851,The Joseph Shepard Building,665058.97,Office: Government,Yes
1000173471,852,ING Bank Turkey Operations Center,6954.9,Office: Administrative/Professional,Yes
1000173474,853,ING Bank Turkey Izmir Regional Dir.,2647.46,Office: Administrative/Professional,Yes
1000173490,854,One Dundas West,50853.8,Office: Administrative/Professional,Yes
1000173686,855,540 West Madison,113553.57,Office: Mixed-Use,Yes
1000173714,856,Batman Ford-Toyota Bayi ve Servisi,9896.0,Service: Vehicle Storage/Maintenance,Yes
1000173756,857,Hudson Commons,64823.81,Office: Administrative/Professional,Yes
1000173927,858,Beijing Hanwei Plaza,105987.0,Office: Administrative/Professional,Yes
1000173986,859,OFICINAS MODULO 7 - ILLA DIAGONAL,6976.0,Office: Administrative/Professional,Yes
1000174024,860,6055 Lusk,8754.25,Laboratory,Yes
1000174049,861,CONF,1365.0,CONF,Yes
1000174111,862,Elazig Saka Tekstil Fabrikasi,44389.0,Other,Yes
1000174216,863,COSD YTC Phase II - Youth Development,1440.0,Office: Other Office,Yes
1000174219,864,COSD YTC Phase II - Education Complex,927.92,Core Learning Space: Other classroom education,Yes
1000174220,865,COSD YTC Phase II - Housing Units,3010.06,Lodging: Other lodging,Yes
1000174355,866,CONF,12871.0,CONF,Yes
1000174546,867,Central Plaza,130134.0,Office: Administrative/Professional,Yes
1000174654,868,Smic Lingang Project Phase I,149253.0,Other,Yes
1000174888,869,31 West 27th Street,13304.45,Office: Other Office,Yes
1000174895,870,700 Jamieson Parkway,10334.72,Office: Mixed-Use,Yes
1000174988,871,REICON - Unidade Sorocaba,4934.0,Industrial Manufacturing,Yes
1000175017,872,KAKAO AI CAMPUS,14682.0,Office: Mixed-Use,Yes
1000175024,873,COZI Apartment East Bund,11427.0,Lodging: Other lodging,Yes
1000175037,874,CEVAHIR AVM,353426.0,Retail: Enclosed Mall,Yes
1000175165,875,Penske Channahon,2153.49,Service: Vehicle Service/Repair,Yes
1000175169,876,Penske Madison,1506.24,Service: Vehicle Service/Repair,Yes
1000175173,877,Penske Pensacola,2182.94,Service: Vehicle Service/Repair,Yes
1000175232,878,"NVIDIA Refurbishment Project, Hyderabad",4884.38,Office: Mixed-Use,Yes
1000175266,879,Paracelso 22-26,15745.0,Office: Administrative/Professional,Yes
1000175296,880,Sentral West Midtown at Star Metals,46966.74,Multi-Family Residential: Apartment,Yes
1000175300,881,Sentral Michigan Avenue,43056.27,Multi-Family Residential: Apartment,Yes
1000175322,882,RONG XI NO.1 220kV SUBSTATION,3999.0,Office: Mixed-Use,Yes
1000175351,883,48 West 25th Street,11805.09,Office: Other Office,Yes
1000175381,884,Comcast Center Recertification,142973.91,Office: Mixed-Use,Yes
1000175413,885,SIG COMBIBLOC CHILLED CARTON PLANT,20466.0,Industrial Manufacturing,Yes
1000175587,886,2445 M Street,28781.35,Office: Mixed-Use,Yes
1000175683,887,CONF,18591.0,CONF,Yes
1000175764,888,Corporate Park,21985.0,Office: Administrative/Professional,Yes
1000176177,889,CONF,8922.0,CONF,Yes
1000176319,890,CONF,2792.0,CONF,Yes
1000176440,891,1755 Blake,11547.47,Office: Other Office,Yes
1000176456,892,Neovia,20438.66,Warehouse: General,Yes
1000176561,893,GALENICUM HEADQUARTERS,2970.0,Office: Mixed-Use,Yes
1000176581,894,The Pinnacle Gangnam,36539.0,Office: Mixed-Use,Yes
1000176647,895,EQUUS 335 Torre 1,27116.71,Office: Administrative/Professional,Yes
1000176651,896,EQUUS 335 Torre 2,28068.97,Office: Administrative/Professional,Yes
1000176653,897,EQUUS 444 Torre Norte,14405.63,Office: Administrative/Professional,Yes
1000176655,898,EQUUS 444 Torre Sur,14405.63,Office: Administrative/Professional,Yes
1000176657,899,Torre Axiss,23727.52,Office: Administrative/Professional,Yes
1000176669,900,260 11th Avenue,19448.5,Office: Mixed-Use,Yes
1000176745,901,606 Broadway,3366.53,Office: Mixed-Use,Yes
1000176832,902,Heartland Corporate Centre,43695.63,Office: Mixed-Use,Yes
1000176894,903,OS BANDEIRANTES,6428.0,Office: Mixed-Use,Yes
1000176922,904,CONF,2149.03,CONF,Yes
1000176925,905,SUJAN JAWAI,3808.19,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000177057,906,CONF,4605.11,CONF,Yes
1000177120,907,CityCentral,24010.0,Office: Mixed-Use,Yes
1000177146,908,85 10th Avenue,59479.66,Office: Mixed-Use,Yes
1000177165,909,PEDRO MARIZ B31,23742.57,Office: Mixed-Use,Yes
1000177168,910,ROQUE PETRONI 850 - TORRE BACAETAVA,9526.55,Office: Mixed-Use,Yes
1000177170,911,ROQUE PETRONI 850 - TORRE JACERU,9311.02,Office: Mixed-Use,Yes
1000177252,912,CONF,16979.5,CONF,Yes
1000177288,913,Pudong LCM S1 S4 Office Building Project,60606.0,Office: Mixed-Use,Yes
1000177410,914,Mapletree Ningbo Hangzhou Bay WH1,37720.0,Warehouse: General,Yes
1000177412,915,Mapletree Ningbo Hangzhou Bay WH2,37508.0,Warehouse: General,Yes
1000177414,916,Mapletree Ningbo Hangzhou Bay WH3,39051.0,Warehouse: General,Yes
1000177416,917,Mapletree Ningbo Hangzhou Bay WH4,39421.0,Warehouse: General,Yes
1000177494,918,Mapletree Feixi Industrial Park W1,7984.0,Warehouse: General,Yes
1000177496,919,Mapletree Feixi Industrial Park w3,15153.0,Warehouse: General,Yes
1000177498,920,Mapletree Feixi Industrial Park W4,10297.0,Warehouse: General,Yes
1000177521,921,Mapletree Feixi Industrial Park W2,16832.0,Warehouse: General,Yes
1000177523,922,Mapletree Feixi Industrial Park W5,7122.0,Warehouse: General,Yes
1000177593,923,World Trade Tower,72939.82,Office: Administrative/Professional,Yes
1000177617,924,388 Market Street,40405.47,Office: Mixed-Use,Yes
1000177763,925,ONE CENTINEL,47863.0,Office: Mixed-Use,Yes
1000177796,926,South View School,12420.2,Core Learning Space: K-12 High School,Yes
1000177873,927,929 Granville Street,6911.33,Office: Mixed-Use,Yes
1000177899,928,Torre Esmeralda III,45069.0,Office: Administrative/Professional,Yes
1000177920,929,Reforma 265,30673.0,Office: Mixed-Use,Yes
1000177982,930,ShenwanHongyuan Beijing Headquarters,22468.0,Office: Mixed-Use,Yes
1000178009,931,Chongqing No.2 Financial City T2,70478.0,Office: Other Office,Yes
1000178049,932,CONDOMINIO EDIFICIO FUJITSU,10591.0,Office: Mixed-Use,Yes
1000178068,933,DLF Downtown Block-2,77773.65,Office: Mixed-Use,Yes
1000178126,934,First India Place,7649.0,Office: Mixed-Use,Yes
1000178130,935,Vatika Triangle,9023.95,Office: Mixed-Use,Yes
1000178133,936,Vatika Atrium,14719.0,Office: Mixed-Use,Yes
1000178135,937,Vatika Towers,10456.0,Office: Mixed-Use,Yes
1000178197,938,Suzhou Daikin Office Building,21284.0,Office: Mixed-Use,Yes
1000178262,939,Vatika City Point,13151.99,Office: Mixed-Use,Yes
1000178268,940,Vatika Professional Point,11380.0,Office: Mixed-Use,Yes
1000178283,941,Vatika Mindscapes Tower A,19487.0,Office: Mixed-Use,Yes
1000178361,942,Torre Paseo Antara Polanco,31457.0,Office: Mixed-Use,Yes
1000178384,943,1900 Reston Metro Plaza,34372.07,Office: Mixed-Use,Yes
1000178403,944,Vatika Business Park - Tower A,20575.0,Office: Mixed-Use,Yes
1000178408,945,Vatika Business Park - Tower B,27706.0,Office: Mixed-Use,Yes
1000178439,946,DLF Cyber City Chennai Block 12,31123.16,Office: Mixed-Use,Yes
1000178441,947,CONF,22273.03,CONF,Yes
1000178456,948,Python Construction Project,29994.29,Industrial Manufacturing,Yes
1000178484,949,Shanghai Cowell Zelin DTP Pharmacy,178.0,Retail: Other Retail,Yes
1000178494,950,Alibaba Xixi Campus Park C Think Tube 1,65759.0,Office: Mixed-Use,Yes
1000178495,951,Alibaba Xixi Campus Park C Think Tube 4,92013.0,Office: Mixed-Use,Yes
1000178496,952,Ali Xixi Campus Park C Cultural Valley,85252.0,Office: Mixed-Use,Yes
1000178539,953,28 Stanley,7109.0,Office: Mixed-Use,Yes
1000178554,954,MERLIN PROPERTIES - Vilanova 12,38629.0,Office: Administrative/Professional,Yes
1000178557,955,Cheung Kong Center,116911.0,Office: Mixed-Use,Yes
1000178558,956,MERLIN PROPERTIES - Fuente de la Mora 9,4482.0,Office: Administrative/Professional,Yes
1000178565,957,CITIC Tower,52200.0,Office: Mixed-Use,Yes
1000178571,958,Three Garden Road,134383.94,Office: Mixed-Use,Yes
1000178696,959,20 Toronto Street/33 Victoria Street,14656.84,Office: Mixed-Use,Yes
1000178706,960,36 Toronto Street,20121.02,Office: Mixed-Use,Yes
1000179206,961,1166 Avenue of the Americas,144573.23,Office: Mixed-Use,Yes
1000179223,962,The Square at BKC,15692.0,Office: Administrative/Professional,Yes
1000179363,963,218 W 18th St,13247.04,Office: Mixed-Use,Yes
1000179419,964,Skyline Building Complex,80812.51,Office: Government,Yes
1000179556,965,OneAmerica Tower,82187.75,Office: Mixed-Use,Yes
1000179565,966,14 Penn Plaza,50913.63,Office: Mixed-Use,Yes
1000179761,967,Towers at Williams Square,142360.84,Office: Other Office,Yes
1000179794,968,Towers at Great America 4655,28923.96,Office: Mixed-Use,Yes
1000179796,969,Towers at Great America 4555,30025.23,Office: Mixed-Use,Yes
1000179798,970,CASA,16828.45,Office: Mixed-Use,Yes
1000179825,971,210 Kerrison Drive East,66569.46,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000179894,972,Edificio Comercial Maria Santos,10834.0,Office: Administrative/Professional,Yes
1000179906,973,5655 Kennedy Road,10206.97,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000179909,974,550 Matheson Boulevard East,23182.09,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000179911,975,570 Matheson Boulevard East,24605.17,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000179934,976,"Alfonso XI, 12",2670.0,Office: Administrative/Professional,Yes
1000179977,977,Research Building,2424.0,Laboratory,Yes
1000179978,978,Proto & Test Building,3035.12,Laboratory,Yes
1000180062,979,CONF,9094.83,CONF,Yes
1000180066,980,Batiment Mac Metal Architectural,6202.76,Industrial Manufacturing,Yes
1000180072,981,305 Rene Levesque,36702.91,Office: Government,Yes
1000180074,982,4225 Dorchester,23103.95,Office: Government,Yes
1000180121,983,OFICINA BANCA MARCH TRIANA 79,1119.0,Office: Financial,Yes
1000180215,984,The Prescott,14161.67,Multi-Family Residential: Lowrise,Yes
1000180298,985,575 Madison Avenue,37331.86,Office: Mixed-Use,Yes
1000180314,986,Test Center,18803.0,Industrial Manufacturing,Yes
1000180315,987,Service Building,4427.0,Industrial Manufacturing,Yes
1000180316,988,R&D Center,32218.0,Industrial Manufacturing,Yes
1000180325,989,CONF,86723.84,CONF,Yes
1000180336,990,4000 Legato Rd Centerpointe II,19936.33,Office: Mixed-Use,Yes
1000180340,991,4050 Legato Centerpointe I,20162.18,Office: Mixed-Use,Yes
1000180396,992,ANSYS Pune,4952.57,Office: Other Office,Yes
1000180408,993,I-Building,44356.17,Office: Financial,Yes
1000180412,994,J-Building,45326.82,Office: Financial,Yes
1000180414,995,C-Building,22391.76,Office: Financial,Yes
1000180426,996,Canada Place,99050.0,Office: Government,Yes
1000180430,997,Thomas D'Arcy McGee Building,49465.92,Office: Government,Yes
1000180483,998,CONF,5198.0,CONF,Yes
1000180493,999,RL NC66,94515.89,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000180505,1000,CONF,9350.0,CONF,Yes
1000180545,1001,MERLIN PROPERTIES - Puerta Naciones Ed.1,11571.0,Office: Mixed-Use,Yes
1000180547,1002,MERLIN PROPERTIES - Puerta Naciones Ed.3,10506.0,Office: Mixed-Use,Yes
1000180556,1003,RL HPD,99160.95,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000180592,1004,Glenridge Highlands Two,40524.29,Office: Mixed-Use,Yes
1000180714,1005,Harry Hays Building,53526.95,Office: Government,Yes
1000180802,1006,3F Tekstil Fabrikasi,5507.0,Industrial Manufacturing,Yes
1000180911,1007,Rio Metropolitan Center,41256.34,Office: Mixed-Use,Yes
1000180921,1008,CSWADI Lakeside Design Headquarters,41397.0,Office: Administrative/Professional,Yes
1000181021,1009,Burj Khalifa,373703.99,Other,Yes
1000181026,1010,Alexandra House,47870.0,Office: Mixed-Use,Yes
1000181029,1011,Chater House,53489.0,Office: Mixed-Use,Yes
1000181032,1012,Jardine House,88504.0,Office: Mixed-Use,Yes
1000181040,1013,Tanasbourne I,4595.17,Office: Mixed-Use,Yes
1000181049,1014,The Landmark,161426.0,Office: Mixed-Use,Yes
1000181051,1015,Exchange Square,206959.0,Office: Mixed-Use,Yes
1000181053,1016,Prince's Building,71770.0,Office: Mixed-Use,Yes
1000181061,1017,Himalaya Wellness Company Phase 1,2583336.0,Industrial Manufacturing,Yes
1000181081,1018,Tanasbourne II,5063.21,Office: Mixed-Use,Yes
1000181167,1019,160 Gould St,12407.1,Office: Administrative/Professional,Yes
1000181611,1020,Innov Tower,58625.0,Office: Other Office,Yes
1000181664,1021,CONF,3200.0,CONF,Yes
1000181743,1022,West Memorial Place Phase I,31433.54,Office: Administrative/Professional,Yes
1000181745,1023,West Memorial Place Phase II,36517.2,Office: Administrative/Professional,Yes
1000182032,1024,SMU Dallas Hall,5854.47,Core Learning Space: College/University,Yes
1000182106,1025,Shairu Gems Diamonds Pvt Ltd,9449.54,Office: Mixed-Use,Yes
1000182132,1026,510 Seymour,6719.12,Office: Administrative/Professional,Yes
1000182169,1027,KP Sanghvi International Pvt Ltd,3224.01,Industrial Manufacturing,Yes
1000182179,1028,KP Sanghvi & Sons LLP - Factory 1,10400.67,Industrial Manufacturing,Yes
1000182186,1029,KP Sanghvi & Sons LLP - Umiya,8270.88,Industrial Manufacturing,Yes
1000182325,1030,CONF,24522.68,CONF,Yes
1000182430,1031,Laguna Clothing Pvt Ltd - DBR Unit,12709.16,Industrial Manufacturing,Yes
1000182432,1032,Tropic Knits India Private Limited,11126.6,Industrial Manufacturing,Yes
1000182560,1033,American Homes 4 Rent Office,9184.76,Office: Administrative/Professional,Yes
1000182563,1034,Satelite 12,9419.0,Office: Other Office,Yes
1000182570,1035,JAT TECHNO SPINTEX MILLS,23609.9,Industrial Manufacturing,Yes
1000182657,1036,Rexford - 19431 Santa Fe Ave,171.68,Office: Administrative/Professional,Yes
1000182683,1037,WBSETCL - Newtown AA - 132 kV Substation,650.32,Service: Other Service,Yes
1000182690,1038,Via Lamaro - U2,14550.0,Office: Other Office,Yes
1000182734,1039,Via Lamaro - U3,14360.0,Office: Other Office,Yes
1000182777,1040,Edificio New Century,34272.0,Office: Mixed-Use,Yes
1000182781,1041,COND. ED. SANTA CATARINA,21077.41,Office: Mixed-Use,Yes
1000182789,1042,The Centers - Gordon Square Office,5961.49,Healthcare: Clinic/Other Outpatient,Yes
1000182806,1043,CONF,47154.59,CONF,Yes
1000182807,1044,CONF,57978.53,CONF,Yes
1000182808,1045,CONF,16805.13,CONF,Yes
1000182811,1046,Shui On Centre,50993.0,Office: Mixed-Use,Yes
1000182813,1047,"Dubai Int City Inn Hub  Bld 7A,B,C,D,E,F",34828.22,Office: Government,Yes
1000182824,1048,Dubai Media City - Building 07-08,24193.15,Office: Government,Yes
1000182826,1049,Dubai Media City - Building - 09-10,23613.62,Office: Government,Yes
1000182844,1050,One East Wacker,60524.17,Office: Administrative/Professional,Yes
1000182857,1051,Sede Sicredi - Ed Adolfo Rudolfo Freitag,3631.0,Office: Financial,Yes
1000182999,1052,HYUNDAI-Bona Villa Program,2266.0,Other,Yes
1000183023,1053,CONF,9814.55,CONF,Yes
1000183322,1054,1001 Robert-Bourassa,96194.46,Office: Administrative/Professional,Yes
1000183801,1055,GEMINI TOWERS,30724.0,Office: Administrative/Professional,Yes
1000183808,1056,Escritorio Area Brasil,5530.37,Office: Administrative/Professional,Yes
1000183912,1057,61 Queen and 56 Sparks,123638.0,Office: Government,Yes
1000183913,1058,Bren Hall,7708.35,Laboratory,Yes
1000183988,1059,CONF,3042.57,CONF,Yes
1000184004,1060,Sandhill Plaza,51501.0,Office: Mixed-Use,Yes
1000184154,1061,CONF,7719.87,CONF,Yes
1000184166,1062,Mariano Escobedo 595 Torre B,14360.0,Office: Financial,Yes
1000184185,1063,CONF,17222.0,CONF,Yes
1000184203,1064,HACI OMER SABANCI HOLDING,31141.83,Office: Administrative/Professional,Yes
1000184226,1065,"Indian Designs Exports Pvt Ltd, Hosur",15988.2,Industrial Manufacturing,Yes
1000184247,1066,437 Madison Ave,77509.25,Office: Mixed-Use,Yes
1000184249,1067,767 Third Avenue,26188.61,Office: Mixed-Use,Yes
1000184251,1068,77 Water Street,50809.3,Office: Mixed-Use,Yes
1000184253,1069,747 Third Avenue,38773.62,Office: Mixed-Use,Yes
1000184255,1070,777 Third Ave,52598.52,Office: Mixed-Use,Yes
1000184257,1071,2 Gansevoort St,16876.57,Office: Mixed-Use,Yes
